id,observed_on,time_observed_at,quality_grade,latitude,longitude,geoprivacy,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_kingdom_name,taxon_phylum_name,taxon_class_name
60565967,9/23/20,2020-09-23 23:26:55 UTC,research,36.0103791,-78.90256154,,Pachypsylla venusta,Hackberry Petiole Gall Psyllid,Insecta,326137,Animalia,Arthropoda,Insecta
60566118,9/23/20,2020-09-23 23:28:30 UTC,research,36.0106121441,-78.9028808105,,Pachypsylla venusta,Hackberry Petiole Gall Psyllid,Insecta,326137,Animalia,Arthropoda,Insecta
60566314,9/23/20,2020-09-23 23:32:13 UTC,research,36.01036388,-78.90255833,,Eusarca confusaria,Confused Eusarca Moth,Insecta,143024,Animalia,Arthropoda,Insecta
60572528,9/23/20,2020-09-23 16:16:00 UTC,research,36.0530630385,-78.8415062341,,Strix varia,Barred Owl,Aves,19893,Animalia,Chordata,Aves
60572576,9/23/20,2020-09-23 16:19:00 UTC,research,36.0530196687,-78.841645709,,Poecile carolinensis,Carolina Chickadee,Aves,144814,Animalia,Chordata,Aves
60572630,9/23/20,2020-09-23 16:21:00 UTC,research,36.0543207536,-78.8434052381,,Megaceryle alcyon,Belted Kingfisher,Aves,2548,Animalia,Chordata,Aves
60572776,9/23/20,2020-09-23 17:00:00 UTC,research,36.0503827372,-78.8520848665,,Aix sponsa,Wood Duck,Aves,7107,Animalia,Chordata,Aves
60572842,9/23/20,2020-09-23 17:33:00 UTC,research,36.0540605384,-78.843415967,,Sitta carolinensis,White-breasted Nuthatch,Aves,14801,Animalia,Chordata,Aves
60572877,9/23/20,2020-09-23 17:36:00 UTC,research,36.0543207536,-78.843019,,Setophaga caerulescens,Black-throated Blue Warbler,Aves,199916,Animalia,Chordata,Aves
60572944,9/23/20,2020-09-23 17:53:00 UTC,research,36.053453366,-78.8423108969,,Setophaga ruticilla,American Redstart,Aves,10247,Animalia,Chordata,Aves
60573043,9/23/20,2020-09-23 17:55:00 UTC,research,36.0532798874,-78.842428914,,Mniotilta varia,Black-and-white Warbler,Aves,10286,Animalia,Chordata,Aves
60573108,9/23/20,2020-09-23 18:03:00 UTC,research,36.0532104958,-78.8418710146,,Setophaga americana,Northern Parula,Aves,145233,Animalia,Chordata,Aves
60579349,9/23/20,2020-09-24 00:03:11 UTC,research,36.01038333,-78.90260333,,Hypagyrtis esther,Esther Moth,Insecta,221961,Animalia,Arthropoda,Insecta
60597560,9/24/20,2020-09-24 11:18:33 UTC,research,36.0097433491,-78.8921782638,,Prosapia bicincta,Two-lined Spittlebug,Insecta,126291,Animalia,Arthropoda,Insecta
60597706,9/24/20,2020-09-24 11:21:49 UTC,research,36.0098233764,-78.8920555075,,Prosapia bicincta,Two-lined Spittlebug,Insecta,126291,Animalia,Arthropoda,Insecta
60597778,9/24/20,2020-09-24 11:23:46 UTC,research,36.0095880926,-78.8921203651,,Camponotus pennsylvanicus,Eastern Black Carpenter Ant,Insecta,129902,Animalia,Arthropoda,Insecta
60604514,9/23/20,2020-09-23 12:37:01 UTC,research,36.01276112,-78.89404167,,Quercus alba,white oak,Plantae,54779,Plantae,Tracheophyta,Magnoliopsida
60607176,9/23/20,2020-09-23 16:17:43 UTC,research,36.01702783,-78.88246167,,Dioscorea polystachya,Chinese yam,Plantae,119141,Plantae,Tracheophyta,Liliopsida
60607200,9/23/20,2020-09-23 16:13:11 UTC,research,36.01661388,-78.88345333,,Melothria pendula,creeping cucumber,Plantae,131557,Plantae,Tracheophyta,Magnoliopsida
60607320,9/23/20,2020-09-23 16:12:41 UTC,research,36.01661388,-78.88345333,,Hyla cinerea,Green Treefrog,Amphibia,23969,Animalia,Chordata,Amphibia
60607502,9/23/20,2020-09-23 16:09:50 UTC,research,36.01653333,-78.8835,,Humulus scandens,Japanese Hops,Plantae,474366,Plantae,Tracheophyta,Magnoliopsida
60607577,9/23/20,2020-09-23 16:04:31 UTC,research,36.01655278,-78.88353,,Anolis carolinensis,Green Anole,Reptilia,36514,Animalia,Chordata,Reptilia
60607599,9/23/20,2020-09-23 16:02:42 UTC,research,36.01677217,-78.8835,,Melothria pendula,creeping cucumber,Plantae,131557,Plantae,Tracheophyta,Magnoliopsida
60607683,9/23/20,2020-09-23 15:46:54 UTC,research,36.0172305,-78.88488833,,Eremnophila aureonotata,Gold-marked Thread-waisted Wasp,Insecta,119090,Animalia,Arthropoda,Insecta
60607724,9/23/20,2020-09-23 15:47:05 UTC,research,36.01722783,-78.88483333,,Eupatorium serotinum,late boneset,Plantae,52934,Plantae,Tracheophyta,Magnoliopsida
60607769,9/23/20,2020-09-23 15:39:52 UTC,research,36.01826383,-78.88533833,,Leptoglossus phyllopus,Eastern Leaf-footed Bug,Insecta,61256,Animalia,Arthropoda,Insecta
60607806,9/23/20,2020-09-23 15:36:52 UTC,research,36.0183055,-78.88533,,Parthenocissus quinquefolia,Virginia creeper,Plantae,50278,Plantae,Tracheophyta,Magnoliopsida
60607852,9/23/20,2020-09-23 15:36:45 UTC,research,36.0183055,-78.88533,,Morella cerifera,wax myrtle,Plantae,119956,Plantae,Tracheophyta,Magnoliopsida
60607925,9/23/20,2020-09-23 15:36:11 UTC,research,36.01837217,-78.88533,,Impatiens capensis,common jewelweed,Plantae,47888,Plantae,Tracheophyta,Magnoliopsida
60607998,9/23/20,2020-09-23 15:34:11 UTC,research,36.01848883,-78.88555833,,Castor canadensis,American Beaver,Mammalia,43794,Animalia,Chordata,Mammalia
60608101,9/23/20,2020-09-23 15:25:36 UTC,research,36.01977217,-78.8844,,Phytolacca americana,American pokeweed,Plantae,48599,Plantae,Tracheophyta,Magnoliopsida
60608265,9/23/20,2020-09-23 15:18:09 UTC,research,36.01914717,-78.88365333,,Procyon lotor,Common Raccoon,Mammalia,41663,Animalia,Chordata,Mammalia
60608845,9/24/20,2020-09-24 13:45:27 UTC,research,36.01092778,-78.894455,,Buteo lineatus,Red-shouldered Hawk,Aves,5206,Animalia,Chordata,Aves
60626791,9/24/20,2020-09-24 12:38:00 UTC,research,36.024363,-78.9249347,,Turdus migratorius,American Robin,Aves,12727,Animalia,Chordata,Aves
60626900,9/24/20,2020-09-24 12:41:00 UTC,research,36.0251699688,-78.9225528984,,Setophaga pensylvanica,Chestnut-sided Warbler,Aves,145239,Animalia,Chordata,Aves
60639546,9/24/20,2020-09-24 19:26:25 UTC,research,36.0098072835,-78.8921851894,,Pelegrina galathea,Peppered Jumping Spider,Arachnida,148090,Animalia,Arthropoda,Arachnida
60639876,9/24/20,2020-09-24 19:29:02 UTC,research,36.0095356369,-78.8921037597,,Zenaida macroura,Mourning Dove,Aves,3454,Animalia,Chordata,Aves
60641652,9/24/20,2020-09-24 19:37:23 UTC,research,36.05324451,-78.83835739,,Lobelia cardinalis,cardinal flower,Plantae,48038,Plantae,Tracheophyta,Magnoliopsida
60641674,9/24/20,2020-09-24 19:41:08 UTC,research,36.05324936,-78.83842436,,Lobelia cardinalis,cardinal flower,Plantae,48038,Plantae,Tracheophyta,Magnoliopsida
60647539,9/24/20,2020-09-24 14:29:02 UTC,research,36.0234445,-78.928245,,Ampelopsis glandulosa,Porcelain Berry,Plantae,204237,Plantae,Tracheophyta,Magnoliopsida
60651062,9/24/20,2020-09-24 21:23:51 UTC,research,36.009281273,-78.9045285993,,Impatiens capensis,common jewelweed,Plantae,47888,Plantae,Tracheophyta,Magnoliopsida
60722254,9/25/20,2020-09-25 16:05:35 UTC,research,36.0094950277,-78.8920329239,,Cyanocitta cristata,Blue Jay,Aves,8229,Animalia,Chordata,Aves
60722332,9/25/20,2020-09-25 16:06:26 UTC,research,36.0095440694,-78.8920323478,,Turdus migratorius,American Robin,Aves,12727,Animalia,Chordata,Aves
60722508,9/25/20,2020-09-25 16:08:05 UTC,research,36.0095490547,-78.8921249708,,Melanerpes carolinus,Red-bellied Woodpecker,Aves,18205,Animalia,Chordata,Aves
60722566,9/25/20,2020-09-25 16:08:59 UTC,research,36.009640622,-78.8920966417,,Dumetella carolinensis,Gray Catbird,Aves,14995,Animalia,Chordata,Aves
60733835,9/25/20,2020-09-25 17:54:17 UTC,research,36.0143665556,-78.9209309167,,Baeolophus bicolor,Tufted Titmouse,Aves,13632,Animalia,Chordata,Aves
60737698,9/23/20,2020-09-23 22:22:00 UTC,research,36.0066222576,-78.9060853043,,Cyanocitta cristata,Blue Jay,Aves,8229,Animalia,Chordata,Aves
60737706,9/23/20,2020-09-23 23:07:00 UTC,research,36.0104694322,-78.902647818,,Cyrtepistomus castaneus,Asian Oak Weevil,Insecta,218048,Animalia,Arthropoda,Insecta
60739533,9/23/20,2020-09-23 23:29:00 UTC,research,36.010382646,-78.90254053,,Eusarca confusaria,Confused Eusarca Moth,Insecta,143024,Animalia,Arthropoda,Insecta
60742450,9/23/20,2020-09-23 23:36:00 UTC,research,36.0104520753,-78.9026370897,,Scaphoideus atlantus,,Insecta,230476,Animalia,Arthropoda,Insecta
60742458,9/23/20,2020-09-23 23:43:00 UTC,research,36.0104520753,-78.9026370897,,Flatormenis proxima,Northern Flatid Planthopper,Insecta,415285,Animalia,Arthropoda,Insecta
60751877,9/23/20,2020-09-24 00:15:00 UTC,research,36.0103668997,-78.902703524,,Palthis asopialis,Faint-spotted Palthis Moth,Insecta,52902,Animalia,Arthropoda,Insecta
60751878,9/23/20,2020-09-24 00:12:00 UTC,research,36.0103668997,-78.902703524,,Scaphoideus atlantus,,Insecta,230476,Animalia,Arthropoda,Insecta
60754879,9/23/20,2020-09-24 00:15:00 UTC,research,36.0104453004,-78.9026896278,,Metylophorus novaescotiae,,Insecta,270970,Animalia,Arthropoda,Insecta
60754881,9/23/20,2020-09-24 00:16:00 UTC,research,36.0104453004,-78.9026896278,,Sophonia orientalis,Two-spotted Leafhopper,Insecta,448241,Animalia,Arthropoda,Insecta
60754885,9/23/20,2020-09-24 00:18:00 UTC,research,36.0104573371,-78.9026896278,,Ponana puncticollis,,Insecta,228626,Animalia,Arthropoda,Insecta
60786007,9/23/20,2020-09-24 00:26:00 UTC,research,36.0104118722,-78.9027130259,,Scaphoideus atlantus,,Insecta,230476,Animalia,Arthropoda,Insecta
60786009,9/23/20,2020-09-24 00:19:00 UTC,research,36.0104118722,-78.9027130259,,Eratoneura era,,Insecta,779612,Animalia,Arthropoda,Insecta
60786011,9/23/20,2020-09-24 00:25:00 UTC,research,36.0104118722,-78.9027130259,,Graphocephala coccinea,Red-banded Leafhopper,Insecta,56925,Animalia,Arthropoda,Insecta
60787164,9/24/20,2020-09-25 03:13:00 UTC,research,36.0036542775,-78.9112117039,,Amphipyra pyramidoides,American Copper Underwing,Insecta,119340,Animalia,Arthropoda,Insecta
60813739,9/26/20,2020-09-26 12:37:23 UTC,research,36.00186945,-78.90244167,,Morus indica,Korean mulberry,Plantae,773801,Plantae,Tracheophyta,Magnoliopsida
60816503,9/26/20,2020-09-26 13:15:03 UTC,research,36.0151552024,-78.9227037614,,Halysidota harrisii,Sycamore Tussock Moth,Insecta,126397,Animalia,Arthropoda,Insecta
60818187,9/26/20,2020-09-26 13:34:40 UTC,research,36.0242867656,-78.9249499329,,Stereum hirsutum,hairy curtain crust,Fungi,55501,Fungi,Basidiomycota,Agaricomycetes
60823178,9/26/20,2020-09-26 14:22:44 UTC,research,36.044858427,-78.8235400179,,Chrysopsis mariana,Maryland golden-aster,Plantae,160557,Plantae,Tracheophyta,Magnoliopsida
60823335,9/26/20,2020-09-26 14:23:41 UTC,research,36.0449467894,-78.823652715,,Schizachyrium scoparium,little bluestem,Plantae,122603,Plantae,Tracheophyta,Liliopsida
60823402,9/26/20,2020-09-26 14:24:16 UTC,research,36.0450023867,-78.8236758704,,Ilex decidua,possumhaw,Plantae,120006,Plantae,Tracheophyta,Magnoliopsida
60824821,9/26/20,2020-09-26 14:36:26 UTC,research,36.0455420612,-78.8247412193,,Hypericum hypericoides,St. Andrew's cross,Plantae,120009,Plantae,Tracheophyta,Magnoliopsida
60824867,9/26/20,2020-09-26 14:36:49 UTC,research,36.0454414355,-78.8247444449,,Helianthus divaricatus,woodland sunflower,Plantae,84113,Plantae,Tracheophyta,Magnoliopsida
60824948,9/26/20,2020-09-26 14:37:27 UTC,research,36.0450822268,-78.8251023857,,Lespedeza cuneata,Chinese bushclover,Plantae,164566,Plantae,Tracheophyta,Magnoliopsida
60825086,9/26/20,2020-09-26 14:38:28 UTC,research,36.0452026627,-78.8247672746,,Eupatorium hyssopifolium,hyssopleaf thoroughwort,Plantae,136397,Plantae,Tracheophyta,Magnoliopsida
60825410,9/26/20,2020-09-26 14:41:12 UTC,research,36.0449461504,-78.8236322478,,Rhus copallinum,shining sumac,Plantae,126698,Plantae,Tracheophyta,Magnoliopsida
60825459,9/26/20,2020-09-26 14:41:39 UTC,research,36.0449196635,-78.8234018076,,Liquidambar styraciflua,American sweetgum,Plantae,49658,Plantae,Tracheophyta,Magnoliopsida
60825508,9/26/20,2020-09-26 14:42:08 UTC,research,36.0447481221,-78.823147912,,Apocynum cannabinum,hemp dogbane,Plantae,58795,Plantae,Tracheophyta,Magnoliopsida
60825595,9/26/20,2020-09-26 14:42:48 UTC,research,36.0445811572,-78.8227165668,,Sorghastrum nutans,Indiangrass,Plantae,122608,Plantae,Tracheophyta,Liliopsida
60825926,9/26/20,2020-09-26 14:45:39 UTC,research,36.043291554,-78.8218692359,,Ligustrum sinense,Chinese privet,Plantae,128769,Plantae,Tracheophyta,Magnoliopsida
60826022,9/26/20,2020-09-26 14:46:31 UTC,research,36.0431703258,-78.8217711569,,Microstegium vimineum,Japanese stiltgrass,Plantae,116710,Plantae,Tracheophyta,Liliopsida
60828743,9/26/20,2020-09-26 15:08:42 UTC,research,36.0527366214,-78.8388371096,,Euonymus americanus,strawberry bush,Plantae,83150,Plantae,Tracheophyta,Magnoliopsida
60829818,9/26/20,2020-09-26 15:16:26 UTC,research,36.0534177484,-78.8390745982,,Elymus hystrix,bottlebrush grass,Plantae,81594,Plantae,Tracheophyta,Liliopsida
60833040,9/26/20,2020-09-26 15:42:38 UTC,research,36.0537495455,-78.8404966598,,Prunella vulgaris,common selfheal,Plantae,52764,Plantae,Tracheophyta,Magnoliopsida
60834138,9/26/20,2020-09-26 15:50:50 UTC,research,36.0546249701,-78.8561800625,,Hexastylis arifolia,little brown jug,Plantae,122183,Plantae,Tracheophyta,Magnoliopsida
60835077,9/26/20,2020-09-26 15:58:31 UTC,research,36.0545682338,-78.8582257433,,Arisaema triphyllum,Jack-in-the-pulpit,Plantae,50310,Plantae,Tracheophyta,Liliopsida
60835154,9/26/20,2020-09-26 15:18:26 UTC,research,36.053637737,-78.8392001157,,Fagus grandifolia,American beech,Plantae,49202,Plantae,Tracheophyta,Magnoliopsida
60835803,9/26/20,2020-09-26 16:04:11 UTC,research,36.0541101219,-78.8422390726,,Mitchella repens,partridgeberry,Plantae,83799,Plantae,Tracheophyta,Magnoliopsida
60838312,9/26/20,2020-09-26 11:57:00 UTC,research,36.024363,-78.9249347,,Setophaga magnolia,Magnolia Warbler,Aves,145235,Animalia,Chordata,Aves
60838394,9/26/20,2020-09-26 12:04:00 UTC,research,36.024363,-78.9249347,,Dryobates pubescens,Downy Woodpecker,Aves,792988,Animalia,Chordata,Aves
60838566,9/26/20,2020-09-26 12:55:00 UTC,research,36.024363,-78.9249347,,Cardinalis cardinalis,Northern Cardinal,Aves,9083,Animalia,Chordata,Aves
60838678,9/26/20,2020-09-26 13:03:00 UTC,research,36.024363,-78.9249347,,Vireo griseus,White-eyed Vireo,Aves,17408,Animalia,Chordata,Aves
60838775,9/26/20,2020-09-26 13:03:00 UTC,research,36.024363,-78.9249347,,Vireo olivaceus,Red-eyed Vireo,Aves,891704,Animalia,Chordata,Aves
60838870,9/26/20,2020-09-26 13:18:00 UTC,research,36.024363,-78.9249347,,Pipilo erythrophthalmus,Eastern Towhee,Aves,9424,Animalia,Chordata,Aves
60839024,9/26/20,2020-09-26 13:33:00 UTC,research,36.024363,-78.9249347,,Piranga olivacea,Scarlet Tanager,Aves,9921,Animalia,Chordata,Aves
60839110,9/26/20,2020-09-26 13:46:00 UTC,research,36.024363,-78.9249347,,Zenaida macroura,Mourning Dove,Aves,3454,Animalia,Chordata,Aves
60839186,9/26/20,2020-09-26 13:47:00 UTC,research,36.024363,-78.9249347,,Dumetella carolinensis,Gray Catbird,Aves,14995,Animalia,Chordata,Aves
60839197,9/26/20,2020-09-26 16:28:17 UTC,research,36.0309951956,-78.9328807209,,Tenodera sinensis,Chinese Mantis,Insecta,71034,Animalia,Arthropoda,Insecta
60839314,9/26/20,2020-09-26 14:00:00 UTC,research,36.024363,-78.9249347,,Setophaga tigrina,Cape May Warbler,Aves,145231,Animalia,Chordata,Aves
60839442,9/26/20,2020-09-26 14:01:00 UTC,research,36.024363,-78.9249347,,Pheucticus ludovicianus,Rose-breasted Grosbeak,Aves,10271,Animalia,Chordata,Aves
60841606,9/26/20,2020-09-26 16:48:49 UTC,research,36.0537624937,-78.8406434381,,Pluchea camphorata,Camphor-weed,Plantae,167067,Plantae,Tracheophyta,Magnoliopsida
60842331,9/26/20,2020-09-26 16:54:46 UTC,research,36.053744365,-78.840483659,,Sabatia angularis,Rosepink,Plantae,84666,Plantae,Tracheophyta,Magnoliopsida
60842546,9/26/20,2020-09-26 16:56:31 UTC,research,36.0546867131,-78.8405605788,,Prunella vulgaris,common selfheal,Plantae,52764,Plantae,Tracheophyta,Magnoliopsida
60847952,9/26/20,2020-09-26 17:37:00 UTC,research,36.0251511588,-78.9227418829,,Impatiens capensis,common jewelweed,Plantae,47888,Plantae,Tracheophyta,Magnoliopsida
60847983,9/26/20,2020-09-26 17:36:35 UTC,research,36.0098045493,-78.8920993792,,Pieris rapae,Cabbage White,Insecta,55626,Animalia,Arthropoda,Insecta
60848363,9/26/20,2020-09-26 17:37:41 UTC,research,36.0096767731,-78.8921067864,,Scolia dubia,Blue-winged Scoliid Wasp,Insecta,1129479,Animalia,Arthropoda,Insecta
60848884,9/26/20,2020-09-26 17:40:12 UTC,research,36.0097879947,-78.8922379877,,Hylephila phyleus,Fiery Skipper,Insecta,50340,Animalia,Arthropoda,Insecta
60849618,9/26/20,2020-09-26 17:48:32 UTC,research,36.0243832621,-78.924201162,,Halysidota harrisii,Sycamore Tussock Moth,Insecta,126397,Animalia,Arthropoda,Insecta
60850121,9/26/20,2020-09-26 17:51:53 UTC,research,36.0240336579,-78.9247626866,,Phytolacca americana,American pokeweed,Plantae,48599,Plantae,Tracheophyta,Magnoliopsida
60851036,9/26/20,2020-09-26 17:57:52 UTC,research,36.0242104655,-78.9257147134,,Bidens aristosa,tickseed beggar-ticks,Plantae,51714,Plantae,Tracheophyta,Magnoliopsida
60851477,9/26/20,2020-09-26 17:59:46 UTC,research,36.0243321641,-78.925573922,,Phyllopalpus pulchellus,Red-headed Bush Cricket,Insecta,84403,Animalia,Arthropoda,Insecta
60852230,9/26/20,2020-09-26 18:04:39 UTC,research,36.024218756,-78.9259495458,,Polystichum acrostichoides,Christmas fern,Plantae,54412,Plantae,Tracheophyta,Polypodiopsida
60852387,9/26/20,2020-09-26 18:08:01 UTC,research,36.024015313,-78.9269757034,,Toxicodendron radicans,poison ivy,Plantae,58732,Plantae,Tracheophyta,Magnoliopsida
60852722,9/26/20,2020-09-26 18:10:38 UTC,research,36.0234644705,-78.9275544065,,Microstegium vimineum,Japanese stiltgrass,Plantae,116710,Plantae,Tracheophyta,Liliopsida
60854435,9/26/20,2020-09-26 18:16:45 UTC,research,36.0237576924,-78.92744993,,Euonymus americanus,strawberry bush,Plantae,83150,Plantae,Tracheophyta,Magnoliopsida
60854457,9/26/20,2020-09-26 18:20:49 UTC,research,36.0232321776,-78.9278813629,,Asimina triloba,common pawpaw,Plantae,50897,Plantae,Tracheophyta,Magnoliopsida
60855183,9/26/20,2020-09-26 18:25:21 UTC,research,36.0230316378,-78.9276001186,,Conoclinium coelestinum,blue mistflower,Plantae,119095,Plantae,Tracheophyta,Magnoliopsida
60860763,9/26/20,2020-09-26 16:31:31 UTC,research,36.0536827706,-78.8447371312,,Perilla frutescens,beefsteak plant,Plantae,119136,Plantae,Tracheophyta,Magnoliopsida
60869866,9/26/20,2020-09-26 19:47:38 UTC,research,36.0135764117,-78.9056274668,,Laetiporus cincinnatus,White-Pored Chicken of the Woods,Fungi,487301,Fungi,Basidiomycota,Agaricomycetes
60876525,9/26/20,2020-09-26 18:17:19 UTC,research,36.01911667,-78.91793,,Gasteracantha cancriformis,Spinybacked Orbweaver,Arachnida,49540,Animalia,Arthropoda,Arachnida
60876679,9/26/20,2020-09-26 18:14:18 UTC,research,36.01903617,-78.91798333,,Megatibicen auletes,Northern Dusk-singing Cicada,Insecta,740121,Animalia,Arthropoda,Insecta
60883191,9/26/20,2020-09-26 19:49:13 UTC,research,36.0127669294,-78.9056192525,,Oxalis articulata,pink-sorrel,Plantae,57805,Plantae,Tracheophyta,Magnoliopsida
60901976,9/26/20,2020-09-26 14:03:00 UTC,research,36.024363,-78.9249347,,Colaptes auratus,Northern Flicker,Aves,18236,Animalia,Chordata,Aves
60911037,9/26/20,,research,36.0527779045,-78.8387221098,,Euonymus americanus,strawberry bush,Plantae,83150,Plantae,Tracheophyta,Magnoliopsida
60946235,9/26/20,2020-09-26 15:05:39 UTC,research,36.01302778,-78.89243333,,Cercis canadensis,eastern redbud,Plantae,48502,Plantae,Tracheophyta,Magnoliopsida
60946428,9/26/20,2020-09-26 15:06:40 UTC,research,36.01289722,-78.89256333,,Commelina communis,Asiatic dayflower,Plantae,52927,Plantae,Tracheophyta,Liliopsida
60946486,9/26/20,2020-09-26 15:16:54 UTC,research,36.01071945,-78.88948,,Diospyros virginiana,American persimmon,Plantae,83435,Plantae,Tracheophyta,Magnoliopsida
60948270,9/27/20,2020-09-27 11:54:15 UTC,research,36.0030987,-78.9056507,,Ailanthus altissima,tree-of-heaven,Plantae,57278,Plantae,Tracheophyta,Magnoliopsida
60948440,9/27/20,2020-09-27 11:57:23 UTC,research,36.00315391,-78.90477337,,Atteva aurea,Ailanthus Webworm Moth,Insecta,116681,Animalia,Arthropoda,Insecta
60948662,9/27/20,2020-09-27 12:03:20 UTC,research,36.00319322,-78.90469518,,Ligustrum lucidum,tree privet,Plantae,77740,Plantae,Tracheophyta,Magnoliopsida
60948959,9/27/20,2020-09-27 12:06:20 UTC,research,36.0032949,-78.90487142,,Morus alba,white mulberry,Plantae,56090,Plantae,Tracheophyta,Magnoliopsida
60950608,9/27/20,2020-09-27 12:28:43 UTC,research,36.00368638,-78.90470213,,Eupatorium serotinum,late boneset,Plantae,52934,Plantae,Tracheophyta,Magnoliopsida
60951430,9/27/20,2020-09-27 12:39:20 UTC,research,36.0047897,-78.904657,,Solenopsis invicta,Red Imported Fire Ant,Insecta,67598,Animalia,Arthropoda,Insecta
60952025,9/27/20,2020-09-27 12:43:37 UTC,research,36.00453936,-78.9047147,,Anolis carolinensis,Green Anole,Reptilia,36514,Animalia,Chordata,Reptilia
60955750,9/27/20,2020-09-27 13:24:58 UTC,research,36.00501972,-78.90347476,,Chimaphila maculata,striped wintergreen,Plantae,82358,Plantae,Tracheophyta,Magnoliopsida
60956783,9/27/20,2020-09-27 13:41:36 UTC,research,36.00416619,-78.90395179,,Atteva aurea,Ailanthus Webworm Moth,Insecta,116681,Animalia,Arthropoda,Insecta
60956997,9/27/20,2020-09-27 13:43:51 UTC,research,36.0045202,-78.9037672,,Conoclinium coelestinum,blue mistflower,Plantae,119095,Plantae,Tracheophyta,Magnoliopsida
60957185,9/27/20,2020-09-27 13:45:40 UTC,research,36.0046506,-78.9039447,,Clematis terniflora,autumn clematis,Plantae,62776,Plantae,Tracheophyta,Magnoliopsida
60957404,9/27/20,2020-09-27 13:48:04 UTC,research,36.0546580875,-78.8313681876,,Fagus grandifolia,American beech,Plantae,49202,Plantae,Tracheophyta,Magnoliopsida
60958036,9/27/20,2020-09-27 13:53:32 UTC,research,36.0547046284,-78.8312351915,,Liquidambar styraciflua,American sweetgum,Plantae,49658,Plantae,Tracheophyta,Magnoliopsida
60958910,9/27/20,2020-09-27 14:01:11 UTC,research,36.0544948417,-78.8312847515,,Liriodendron tulipifera,tulip tree,Plantae,53582,Plantae,Tracheophyta,Magnoliopsida
60960242,9/27/20,2020-09-27 14:12:42 UTC,research,36.0254003853,-78.9223397245,,Acer negundo,boxelder,Plantae,47726,Plantae,Tracheophyta,Magnoliopsida
60960463,9/27/20,2020-09-27 14:15:01 UTC,research,36.025127261,-78.922988819,,Impatiens capensis,common jewelweed,Plantae,47888,Plantae,Tracheophyta,Magnoliopsida
60960634,9/27/20,2020-09-27 14:16:06 UTC,research,36.0251049651,-78.9230992087,,Microstegium vimineum,Japanese stiltgrass,Plantae,116710,Plantae,Tracheophyta,Liliopsida
60961695,9/27/20,2020-09-27 14:24:54 UTC,research,36.0244454351,-78.9240506385,,Parthenocissus quinquefolia,Virginia creeper,Plantae,50278,Plantae,Tracheophyta,Magnoliopsida
60961791,9/27/20,2020-09-27 14:25:50 UTC,research,36.0244703712,-78.9239353874,,Toxicodendron radicans,poison ivy,Plantae,58732,Plantae,Tracheophyta,Magnoliopsida
60961997,9/27/20,2020-09-27 14:27:32 UTC,research,36.0244415794,-78.9240832441,,Ligustrum sinense,Chinese privet,Plantae,128769,Plantae,Tracheophyta,Magnoliopsida
60962382,9/27/20,2020-09-27 14:30:26 UTC,research,36.0242245719,-78.9241412469,,Euonymus fortunei,fortune's spindle,Plantae,130893,Plantae,Tracheophyta,Magnoliopsida
60962662,9/27/20,2020-09-27 14:32:55 UTC,research,36.0243702494,-78.9242917859,,Hedera helix,common ivy,Plantae,55882,Plantae,Tracheophyta,Magnoliopsida
60962887,9/27/20,2020-09-27 14:34:49 UTC,research,36.0241607018,-78.9244372957,,Glechoma hederacea,ground-ivy,Plantae,55830,Plantae,Tracheophyta,Magnoliopsida
60963087,9/27/20,2020-09-27 14:35:46 UTC,research,36.0241252883,-78.924476523,,Pilea pumila,Canada clearweed,Plantae,125482,Plantae,Tracheophyta,Magnoliopsida
60963401,9/27/20,2020-09-27 14:38:15 UTC,research,36.0240775114,-78.9244025108,,Ligustrum sinense,Chinese privet,Plantae,128769,Plantae,Tracheophyta,Magnoliopsida
60963418,9/27/20,2020-09-27 14:38:17 UTC,research,36.0288810125,-78.9022737835,,Ardea herodias,Great Blue Heron,Aves,4956,Animalia,Chordata,Aves
60963581,9/27/20,2020-09-27 14:39:20 UTC,research,36.0240837979,-78.9244610165,,Toxicodendron radicans,poison ivy,Plantae,58732,Plantae,Tracheophyta,Magnoliopsida
60963902,9/27/20,2020-09-27 14:42:02 UTC,research,36.023977222,-78.9248003998,,Phytolacca americana,American pokeweed,Plantae,48599,Plantae,Tracheophyta,Magnoliopsida
60964560,9/27/20,2020-09-27 14:47:29 UTC,research,36.0247315932,-78.9242229705,,Melothria pendula,creeping cucumber,Plantae,131557,Plantae,Tracheophyta,Magnoliopsida
60968483,9/27/20,2020-09-27 15:15:43 UTC,research,36.0250142729,-78.9237293602,,Acer floridanum,southern sugar maple,Plantae,48079,Plantae,Tracheophyta,Magnoliopsida
60968806,9/27/20,2020-09-27 15:18:12 UTC,research,36.0247471417,-78.9242932946,,Chasmanthium latifolium,inland wood oats,Plantae,84364,Plantae,Tracheophyta,Liliopsida
60969396,9/27/20,2020-09-27 15:22:17 UTC,research,36.05342926,-78.8390374371,,Sassafras albidum,sassafras,Plantae,54795,Plantae,Tracheophyta,Magnoliopsida
60969456,9/27/20,2020-09-27 15:22:51 UTC,research,36.0531205635,-78.8391582789,,Polystichum acrostichoides,Christmas fern,Plantae,54412,Plantae,Tracheophyta,Polypodiopsida
